Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change
112874,STEM,Senior,3.593,13.21,Ideation,Intermediate,3,False,12.89,3,Allowed_With_Citation,6,3.603,89.01,Medium,0.010000000000000231
112875,Medical,Senior,3.179,1.98,Summarizing_Reading,Intermediate,1,True,18.05,5,Actively_Encouraged,4,3.51,73.5,Medium,0.33099999999999996
112876,Humanities,Freshman,3.063,8.04,Summarizing_Reading,Intermediate,4,False,9.68,3,Allowed_With_Citation,6,3.208,67.05,Medium,0.14500000000000002
112877,Business,Freshman,2.566,9.33,Ideation,Beginner,2,True,9.67,3,Allowed_With_Citation,7,2.819,82.82,Medium,0.2530000000000001
112878,Business,Senior,3.561,11.93,Copywriting/Drafting,Beginner,2,False,10.25,5,Actively_Encouraged,3,3.848,69.8,Low,0.2869999999999999
112879,Business,Freshman,3.106,12.58,Ideation,Beginner,3,False,8.24,2,Allowed_With_Citation,3,3.344,69.08,Low,0.238
112880,STEM,Graduate,3.753,7.32,Copywriting/Drafting,Advanced,4,True,8.04,3,Allowed_With_Citation,5,3.917,74.23,High,0.1639999999999997
112881,Arts,Sophomore,3.551,6.89,Debugging/Troubleshooting,Intermediate,4,False,15.62,3,Allowed_With_Citation,2,3.83,73.46,Low,0.2789999999999999
112882,Arts,Junior,1.934,3.62,Copywriting/Drafting,Intermediate,3,True,6.41,4,Allowed_With_Citation,2,1.824,85.52,High,-0.10999999999999988
112883,Business,Junior,2.379,8.14,Debugging/Troubleshooting,Advanced,3,False,6.62,3,Allowed_With_Citation,7,2.822,100.0,Medium,0.44300000000000006
112884,Humanities,Sophomore,3.475,17.48,Copywriting/Drafting,Advanced,3,False,15.64,6,Allowed_With_Citation,8,4.0,80.0,High,0.5249999999999999
112885,STEM,Freshman,2.943,19.98,Summarizing_Reading,Intermediate,3,False,11.8,6,Strict_Ban,3,3.238,50.63,High,0.29499999999999993
112886,STEM,Freshman,3.272,0.5,Copywriting/Drafting,Intermediate,1,False,3.25,1,Allowed_With_Citation,4,3.449,73.81,Medium,0.17700000000000005
112887,Humanities,Junior,3.732,0.84,Summarizing_Reading,Advanced,3,True,10.87,5,Actively_Encouraged,3,4.0,47.57,Medium,0.2679999999999998
112888,Humanities,Junior,2.344,5.03,Copywriting/Drafting,Beginner,2,False,16.97,3,Strict_Ban,3,2.89,66.92,Medium,0.5460000000000003
112889,Medical,Sophomore,3.911,0.41,Summarizing_Reading,Beginner,1,False,4.42,1,Allowed_With_Citation,3,3.926,55.84,Low,0.015000000000000124
112890,Arts,Freshman,2.294,2.68,Debugging/Troubleshooting,Intermediate,4,True,11.85,3,Strict_Ban,4,2.073,65.18,Medium,-0.22100000000000009
112891,Business,Sophomore,3.178,6.39,Copywriting/Drafting,Intermediate,4,False,8.33,3,Actively_Encouraged,6,3.442,96.04,High,0.26400000000000023
112892,Business,Junior,2.661,2.96,Direct_Answer_Generation,Advanced,3,False,9.37,1,Allowed_With_Citation,4,2.878,77.17,Medium,0.21700000000000008
112893,STEM,Freshman,3.651,7.14,Debugging/Troubleshooting,Advanced,5,True,3.42,1,Allowed_With_Citation,1,4.0,90.43,Medium,0.3490000000000002
112894,Medical,Freshman,2.869,5.06,Ideation,Advanced,4,True,17.64,1,Allowed_With_Citation,6,2.946,83.76,Low,0.07699999999999996
112895,Humanities,Junior,2.912,3.65,Copywriting/Drafting,Beginner,3,False,10.31,4,Allowed_With_Citation,7,2.921,89.83,Low,0.008999999999999897
112896,STEM,Junior,3.707,12.5,Direct_Answer_Generation,Intermediate,3,False,11.8,5,Actively_Encouraged,2,3.94,77.15,Medium,0.2330000000000001
112897,Humanities,Sophomore,3.612,2.79,Copywriting/Drafting,Beginner,2,True,21.07,1,Allowed_With_Citation,4,3.689,80.01,Low,0.07699999999999996
112898,Medical,Sophomore,2.266,1.31,Ideation,Beginner,3,False,20.14,2,Allowed_With_Citation,2,2.391,74.43,Low,0.125
112899,Medical,Senior,3.811,16.33,Debugging/Troubleshooting,Beginner,2,True,7.9,5,Allowed_With_Citation,3,4.0,64.77,High,0.18900000000000006
112900,STEM,Graduate,3.6,0.68,Ideation,Beginner,1,False,9.07,4,Actively_Encouraged,3,3.918,80.68,Medium,0.31800000000000006
112901,Medical,Sophomore,2.844,6.07,Debugging/Troubleshooting,Beginner,2,True,14.17,6,Allowed_With_Citation,4,3.188,76.64,Medium,0.3440000000000003
112902,STEM,Sophomore,3.71,4.06,Debugging/Troubleshooting,Advanced,3,True,12.51,1,Allowed_With_Citation,4,4.0,89.85,Low,0.29000000000000004
112903,STEM,Senior,3.769,21.0,Ideation,Intermediate,1,True,14.68,6,Actively_Encouraged,5,4.0,88.17,Medium,0.23099999999999987
112904,Arts,Graduate,3.847,0.32,Copywriting/Drafting,Beginner,1,True,3.28,2,Actively_Encouraged,5,3.991,69.14,High,0.14400000000000013
112905,Arts,Sophomore,2.928,22.24,Summarizing_Reading,Beginner,3,False,12.6,8,Strict_Ban,9,2.941,67.73,High,0.0129999999999999
112906,Business,Senior,3.212,0.71,Summarizing_Reading,Beginner,2,True,11.37,4,Actively_Encouraged,7,3.285,76.87,Medium,0.07299999999999995
112907,Business,Junior,3.088,6.9,Ideation,Intermediate,3,False,17.6,4,Strict_Ban,4,3.563,93.2,High,0.4750000000000001
112908,Arts,Sophomore,3.861,2.72,Copywriting/Drafting,Beginner,2,False,16.83,4,Allowed_With_Citation,5,3.991,100.0,Low,0.1299999999999999
112909,Arts,Senior,3.08,5.3,Copywriting/Drafting,Intermediate,3,True,7.02,6,Strict_Ban,5,3.299,90.28,High,0.21899999999999986
112910,Medical,Junior,2.508,1.19,Copywriting/Drafting,Beginner,3,True,14.59,1,Allowed_With_Citation,6,2.895,59.82,Low,0.387
112911,Business,Sophomore,2.622,8.61,Summarizing_Reading,Beginner,1,False,6.27,2,Allowed_With_Citation,1,2.332,52.83,Medium,-0.29000000000000004
112912,Medical,Freshman,3.144,38.0,Summarizing_Reading,Intermediate,3,True,1.0,9,Allowed_With_Citation,8,3.284,59.24,High,0.13999999999999968
112913,Medical,Graduate,3.757,5.93,Summarizing_Reading,Beginner,3,True,13.24,3,Allowed_With_Citation,2,4.0,72.34,Low,0.24299999999999988
112914,STEM,Graduate,2.343,10.1,Direct_Answer_Generation,Intermediate,2,True,6.81,4,Actively_Encouraged,5,2.652,71.49,Medium,0.30900000000000016
112915,Arts,Freshman,3.19,6.25,Ideation,Advanced,3,True,13.08,3,Allowed_With_Citation,4,3.548,96.07,Low,0.3580000000000001
112916,Humanities,Senior,3.195,3.49,Copywriting/Drafting,Intermediate,2,True,3.43,6,Allowed_With_Citation,3,3.195,72.42,Medium,0.0
112917,Humanities,Freshman,3.0,0.56,Debugging/Troubleshooting,Intermediate,3,False,7.21,1,Allowed_With_Citation,1,2.917,67.16,Low,-0.08300000000000018
112918,Business,Senior,2.794,6.12,Summarizing_Reading,Beginner,1,True,11.96,2,Strict_Ban,2,2.878,73.06,Medium,0.08400000000000007
112919,STEM,Graduate,3.192,8.21,Debugging/Troubleshooting,Intermediate,1,False,13.19,6,Allowed_With_Citation,4,3.554,78.28,Medium,0.36199999999999966
112920,Business,Sophomore,3.1,4.18,Summarizing_Reading,Intermediate,1,False,1.0,3,Allowed_With_Citation,6,2.915,63.43,Low,-0.18500000000000005
112921,Medical,Sophomore,2.511,10.58,Summarizing_Reading,Intermediate,5,False,10.09,2,Allowed_With_Citation,1,2.43,89.57,High,-0.08099999999999996
112922,STEM,Senior,3.294,13.47,Debugging/Troubleshooting,Beginner,3,True,11.17,5,Allowed_With_Citation,6,3.561,76.87,High,0.2669999999999999
112923,Humanities,Senior,3.214,29.09,Copywriting/Drafting,Intermediate,5,True,9.66,7,Actively_Encouraged,4,3.133,89.37,High,-0.08099999999999996
112924,Medical,Sophomore,3.135,36.96,Debugging/Troubleshooting,Beginner,2,True,14.49,8,Strict_Ban,10,3.325,80.58,High,0.1900000000000004
112925,Humanities,Senior,2.993,10.63,Copywriting/Drafting,Intermediate,5,False,16.98,4,Actively_Encouraged,8,3.274,84.4,Low,0.28100000000000014
112926,Humanities,Graduate,3.769,20.26,Copywriting/Drafting,Beginner,3,False,5.01,3,Allowed_With_Citation,7,3.66,77.37,High,-0.10899999999999999
112927,Humanities,Junior,2.316,9.63,Ideation,Beginner,3,False,7.6,7,Allowed_With_Citation,5,2.886,65.29,High,0.5700000000000003
112928,Business,Freshman,3.171,4.0,Ideation,Beginner,3,False,21.49,2,Actively_Encouraged,3,3.46,92.61,High,0.28900000000000015
112929,Business,Junior,2.658,13.7,Ideation,Beginner,1,True,11.84,5,Allowed_With_Citation,3,2.861,52.13,High,0.2030000000000003
112930,Arts,Senior,2.935,8.29,Copywriting/Drafting,Beginner,2,False,11.05,2,Allowed_With_Citation,5,3.056,71.27,High,0.121
112931,Humanities,Sophomore,2.33,26.41,Copywriting/Drafting,Intermediate,4,True,1.35,6,Allowed_With_Citation,5,2.662,62.69,Medium,0.33199999999999985
112932,Arts,Freshman,3.338,8.78,Copywriting/Drafting,Intermediate,3,False,16.03,3,Strict_Ban,4,3.718,82.3,Medium,0.3799999999999999
112933,Business,Sophomore,3.269,9.06,Summarizing_Reading,Beginner,2,False,15.0,6,Allowed_With_Citation,7,3.541,72.98,High,0.2719999999999998
112934,Humanities,Freshman,3.542,0.46,Copywriting/Drafting,Beginner,3,False,12.41,2,Allowed_With_Citation,5,3.682,100.0,Low,0.14000000000000012
112935,Business,Senior,3.388,2.87,Ideation,Beginner,2,True,1.0,4,Allowed_With_Citation,4,3.559,88.89,Medium,0.17100000000000026
112936,Business,Freshman,2.685,4.49,Ideation,Beginner,1,False,18.45,4,Actively_Encouraged,8,2.916,71.5,Medium,0.23099999999999987
112937,Business,Senior,3.031,0.3,Ideation,Advanced,3,True,4.22,1,Actively_Encouraged,4,2.982,82.39,Medium,-0.04899999999999993
112938,STEM,Sophomore,3.487,31.68,Summarizing_Reading,Beginner,1,False,1.1,5,Allowed_With_Citation,4,3.547,61.6,High,0.06000000000000005
112939,STEM,Graduate,3.1,29.23,Direct_Answer_Generation,Beginner,1,True,12.8,7,Allowed_With_Citation,9,2.967,37.99,High,-0.133
112940,STEM,Junior,3.367,9.01,Debugging/Troubleshooting,Beginner,3,False,13.17,1,Actively_Encouraged,1,3.851,66.26,Low,0.484
112941,STEM,Freshman,3.62,0.25,Summarizing_Reading,Advanced,3,False,3.92,2,Strict_Ban,5,3.544,61.38,High,-0.07600000000000007
112942,Business,Senior,3.668,0.0,Ideation,Advanced,3,True,5.03,5,Allowed_With_Citation,4,3.86,80.57,Low,0.19199999999999973
112943,STEM,Sophomore,3.039,1.99,Direct_Answer_Generation,Intermediate,3,False,15.95,4,Strict_Ban,7,3.144,100.0,Medium,0.10499999999999998
112944,Arts,Junior,2.621,0.15,Debugging/Troubleshooting,Intermediate,4,False,4.44,3,Strict_Ban,2,2.979,74.93,Medium,0.3580000000000001
112945,STEM,Graduate,3.433,21.27,Debugging/Troubleshooting,Intermediate,3,True,11.91,4,Allowed_With_Citation,4,3.764,67.56,High,0.33099999999999996
112946,Humanities,Junior,2.518,23.79,Direct_Answer_Generation,Intermediate,2,False,16.25,5,Allowed_With_Citation,1,2.525,76.03,High,0.007000000000000117
112947,Business,Senior,3.285,8.48,Ideation,Advanced,3,False,13.29,4,Allowed_With_Citation,6,3.608,71.34,Medium,0.32299999999999995
112948,STEM,Sophomore,3.523,2.34,Ideation,Advanced,5,False,14.52,2,Allowed_With_Citation,2,3.877,81.01,Low,0.35399999999999965
112949,Medical,Senior,2.473,1.1,Copywriting/Drafting,Advanced,3,False,10.37,5,Strict_Ban,5,2.743,74.55,Medium,0.27
112950,STEM,Freshman,3.219,22.08,Summarizing_Reading,Beginner,2,False,12.7,6,Allowed_With_Citation,6,3.537,94.58,Medium,0.31800000000000006
112951,Humanities,Graduate,2.879,1.27,Copywriting/Drafting,Intermediate,4,False,21.96,3,Allowed_With_Citation,5,2.944,69.25,Low,0.06499999999999995
112952,Arts,Freshman,2.275,21.69,Copywriting/Drafting,Beginner,2,False,7.44,5,Allowed_With_Citation,1,2.385,68.2,Medium,0.10999999999999988
112953,Business,Sophomore,3.37,2.1,Ideation,Advanced,4,False,20.23,1,Strict_Ban,3,3.774,61.54,Medium,0.4039999999999999
112954,STEM,Graduate,3.383,16.49,Debugging/Troubleshooting,Intermediate,1,False,1.0,3,Actively_Encouraged,3,3.577,59.1,High,0.19399999999999995
112955,Humanities,Freshman,3.002,34.0,Copywriting/Drafting,Beginner,2,True,6.76,8,Actively_Encouraged,3,3.011,66.91,High,0.009000000000000341
112956,Business,Sophomore,3.376,0.82,Ideation,Beginner,3,False,10.22,3,Actively_Encouraged,4,3.431,73.15,Medium,0.05500000000000016
112957,Medical,Junior,3.374,8.97,Summarizing_Reading,Intermediate,2,True,12.28,2,Strict_Ban,2,3.829,79.67,Medium,0.45500000000000007
112958,Medical,Graduate,3.427,0.87,Summarizing_Reading,Intermediate,3,True,4.9,1,Actively_Encouraged,3,3.584,62.98,Low,0.15700000000000003
112959,Humanities,Senior,3.467,8.32,Ideation,Beginner,3,False,17.55,3,Actively_Encouraged,5,3.811,62.55,Low,0.34399999999999986
112960,Medical,Freshman,3.598,3.83,Copywriting/Drafting,Beginner,1,True,9.52,4,Allowed_With_Citation,3,3.701,47.35,Medium,0.1030000000000002
112961,STEM,Senior,3.018,8.9,Copywriting/Drafting,Advanced,4,True,13.25,4,Allowed_With_Citation,4,3.699,68.58,Low,0.681
112962,STEM,Junior,2.707,8.32,Debugging/Troubleshooting,Intermediate,2,True,7.46,6,Strict_Ban,6,2.954,66.05,High,0.24700000000000033
112963,Arts,Graduate,3.681,3.45,Debugging/Troubleshooting,Intermediate,2,True,14.35,1,Allowed_With_Citation,1,4.0,71.07,Low,0.31899999999999995
112964,STEM,Junior,3.717,12.15,Debugging/Troubleshooting,Intermediate,4,False,12.25,4,Allowed_With_Citation,5,3.873,58.95,High,0.15600000000000014
112965,STEM,Junior,3.672,2.8,Summarizing_Reading,Beginner,1,False,10.17,5,Allowed_With_Citation,5,3.859,52.1,Medium,0.18699999999999983
112966,STEM,Junior,3.289,0.21,Ideation,Intermediate,3,True,17.6,1,Strict_Ban,3,3.636,58.32,Low,0.347
112967,Humanities,Senior,3.903,5.11,Debugging/Troubleshooting,Intermediate,3,False,5.13,4,Allowed_With_Citation,4,3.959,84.33,Medium,0.05600000000000005
112968,Business,Senior,3.214,4.15,Debugging/Troubleshooting,Beginner,2,False,7.08,3,Actively_Encouraged,10,3.248,77.21,Low,0.03400000000000025
112969,Business,Freshman,1.947,21.05,Copywriting/Drafting,Intermediate,5,True,6.89,4,Strict_Ban,6,1.949,74.75,High,0.0020000000000000018
112970,STEM,Freshman,2.79,10.42,Debugging/Troubleshooting,Beginner,3,True,19.3,6,Actively_Encouraged,8,3.179,87.7,High,0.3889999999999998
112971,Business,Sophomore,1.886,0.11,Summarizing_Reading,Beginner,1,False,13.98,1,Allowed_With_Citation,1,2.07,69.55,Low,0.18399999999999994
112972,Medical,Junior,2.49,2.04,Copywriting/Drafting,Beginner,1,False,10.53,1,Allowed_With_Citation,3,2.355,84.15,Low,-0.13500000000000023
112973,Arts,Sophomore,3.55,15.52,Ideation,Intermediate,2,False,4.98,7,Allowed_With_Citation,2,3.686,80.71,Medium,0.13600000000000012
112974,Humanities,Freshman,3.337,5.12,Copywriting/Drafting,Intermediate,4,False,9.76,1,Actively_Encouraged,3,3.242,66.14,Low,-0.0950000000000002
112975,Medical,Graduate,3.307,19.89,Summarizing_Reading,Intermediate,2,True,9.41,4,Actively_Encouraged,6,3.72,78.96,Medium,0.41300000000000026
112976,Business,Freshman,3.048,1.78,Copywriting/Drafting,Advanced,5,True,18.29,2,Allowed_With_Citation,3,3.435,76.47,Medium,0.387
112977,STEM,Graduate,3.827,0.09,Debugging/Troubleshooting,Advanced,3,False,13.0,5,Actively_Encouraged,5,4.0,93.3,Medium,0.17300000000000004
112978,STEM,Graduate,3.375,2.1,Copywriting/Drafting,Intermediate,5,False,16.79,4,Actively_Encouraged,1,3.525,82.71,Medium,0.1499999999999999
112979,STEM,Senior,3.416,5.44,Debugging/Troubleshooting,Intermediate,2,False,6.61,4,Allowed_With_Citation,4,3.711,61.51,Low,0.29499999999999993
112980,Business,Freshman,3.264,3.02,Summarizing_Reading,Advanced,3,False,9.98,1,Actively_Encouraged,3,3.13,71.98,Low,-0.1339999999999999
112981,STEM,Sophomore,2.622,7.78,Direct_Answer_Generation,Advanced,4,False,14.88,2,Actively_Encouraged,4,2.729,100.0,Medium,0.1070000000000002
112982,Business,Graduate,3.756,2.93,Direct_Answer_Generation,Beginner,1,False,19.68,4,Actively_Encouraged,3,4.0,66.68,High,0.24400000000000022
112983,STEM,Graduate,2.416,17.34,Debugging/Troubleshooting,Intermediate,2,True,10.47,3,Allowed_With_Citation,2,2.556,94.3,Medium,0.14000000000000012
112984,Medical,Graduate,3.779,24.8,Summarizing_Reading,Advanced,3,True,11.77,7,Allowed_With_Citation,7,4.0,77.08,High,0.22100000000000009
112985,Humanities,Graduate,3.082,2.06,Direct_Answer_Generation,Intermediate,2,True,10.86,4,Actively_Encouraged,9,3.301,94.28,High,0.2190000000000003
112986,Medical,Freshman,3.193,4.43,Ideation,Advanced,5,False,5.5,4,Allowed_With_Citation,3,3.502,74.0,High,0.3089999999999997
112987,Medical,Junior,3.544,6.61,Summarizing_Reading,Advanced,5,False,12.49,5,Actively_Encouraged,4,3.837,80.96,Low,0.29300000000000015
112988,STEM,Senior,3.37,2.37,Debugging/Troubleshooting,Beginner,2,False,3.94,3,Allowed_With_Citation,3,3.511,71.34,High,0.14100000000000001
112989,Humanities,Sophomore,2.512,2.04,Summarizing_Reading,Advanced,3,True,23.41,3,Actively_Encouraged,2,2.843,81.54,Low,0.33099999999999996
112990,STEM,Junior,3.118,10.92,Ideation,Advanced,4,False,17.84,5,Actively_Encouraged,3,3.554,69.73,Low,0.43599999999999994
112991,Medical,Sophomore,2.685,3.24,Summarizing_Reading,Advanced,3,False,11.93,3,Actively_Encouraged,5,2.979,76.75,Medium,0.29400000000000004
112992,Business,Freshman,2.766,2.74,Ideation,Advanced,3,False,14.3,4,Allowed_With_Citation,3,2.764,77.92,Medium,-0.002000000000000224
112993,STEM,Freshman,1.962,1.13,Ideation,Advanced,3,False,14.93,4,Strict_Ban,2,1.925,71.82,Low,-0.03699999999999992
112994,STEM,Freshman,3.56,1.0,Debugging/Troubleshooting,Advanced,3,True,20.6,1,Actively_Encouraged,7,3.894,100.0,Low,0.3340000000000001
112995,Humanities,Junior,3.383,2.9,Copywriting/Drafting,Intermediate,2,False,11.52,2,Strict_Ban,1,3.549,77.96,Low,0.16599999999999993
112996,Medical,Junior,2.631,5.22,Ideation,Intermediate,2,True,10.66,1,Strict_Ban,5,2.934,93.84,Low,0.3030000000000004
112997,Business,Sophomore,3.488,3.84,Copywriting/Drafting,Advanced,4,False,14.61,5,Strict_Ban,5,3.784,100.0,Medium,0.2959999999999998
112998,Arts,Senior,3.233,2.32,Debugging/Troubleshooting,Beginner,1,True,16.08,1,Allowed_With_Citation,1,3.451,70.71,Low,0.21799999999999997
112999,Humanities,Graduate,2.02,3.15,Copywriting/Drafting,Beginner,3,False,9.18,2,Actively_Encouraged,2,2.292,76.39,Medium,0.2719999999999998
113000,STEM,Freshman,3.238,36.91,Debugging/Troubleshooting,Intermediate,1,False,3.25,7,Strict_Ban,9,3.086,77.08,High,-0.15200000000000014
113001,Medical,Freshman,2.733,14.4,Debugging/Troubleshooting,Beginner,3,False,3.97,2,Strict_Ban,9,2.419,51.2,Medium,-0.31400000000000006
113002,STEM,Sophomore,2.651,10.98,Copywriting/Drafting,Advanced,4,False,9.25,3,Allowed_With_Citation,6,2.643,97.16,Medium,-0.008000000000000007
113003,Medical,Senior,3.415,5.15,Summarizing_Reading,Beginner,2,False,13.81,3,Strict_Ban,9,3.59,59.87,Medium,0.17499999999999982
113004,Humanities,Junior,2.892,11.02,Summarizing_Reading,Intermediate,2,True,4.12,6,Strict_Ban,5,2.98,59.61,High,0.08800000000000008
113005,STEM,Junior,3.573,0.62,Copywriting/Drafting,Beginner,3,False,3.0,1,Actively_Encouraged,1,3.7,46.9,Medium,0.12700000000000022
113006,Business,Freshman,3.546,1.38,Direct_Answer_Generation,Beginner,2,False,12.05,4,Allowed_With_Citation,3,3.496,72.74,Low,-0.04999999999999982
113007,Medical,Sophomore,2.323,7.52,Summarizing_Reading,Intermediate,3,False,9.85,3,Actively_Encouraged,1,2.448,74.55,Medium,0.125
113008,Medical,Graduate,3.156,0.93,Summarizing_Reading,Advanced,4,True,9.53,4,Allowed_With_Citation,1,3.413,74.23,Medium,0.2569999999999997
113009,STEM,Sophomore,3.572,2.54,Debugging/Troubleshooting,Advanced,3,False,7.36,3,Actively_Encouraged,5,3.7,70.78,Low,0.1280000000000001
113010,STEM,Junior,3.853,7.73,Copywriting/Drafting,Beginner,1,False,6.82,4,Strict_Ban,2,3.965,67.6,Low,0.11199999999999966
113011,Business,Freshman,3.723,21.68,Copywriting/Drafting,Intermediate,4,False,9.15,5,Allowed_With_Citation,2,3.942,54.09,Medium,0.2190000000000003
113012,Business,Freshman,3.007,2.57,Debugging/Troubleshooting,Intermediate,1,False,17.23,2,Allowed_With_Citation,4,3.219,78.62,Medium,0.21199999999999974
113013,Business,Junior,3.036,33.3,Copywriting/Drafting,Beginner,1,True,14.83,8,Allowed_With_Citation,4,3.016,68.03,High,-0.020000000000000018
113014,STEM,Junior,3.09,1.24,Copywriting/Drafting,Intermediate,2,False,15.04,4,Allowed_With_Citation,6,3.234,85.13,Medium,0.14400000000000013
113015,Medical,Sophomore,3.282,6.99,Direct_Answer_Generation,Advanced,4,False,10.14,4,Allowed_With_Citation,4,3.704,65.43,Low,0.42200000000000015
113016,Business,Freshman,2.074,1.01,Summarizing_Reading,Intermediate,3,True,13.29,5,Allowed_With_Citation,4,2.109,63.97,Low,0.03500000000000014
113017,Arts,Senior,3.513,0.77,Copywriting/Drafting,Beginner,1,True,17.08,5,Actively_Encouraged,7,3.835,76.43,Low,0.32200000000000006
113018,Business,Freshman,3.475,5.18,Ideation,Intermediate,3,False,20.37,3,Actively_Encouraged,1,3.715,87.03,Low,0.23999999999999977
113019,Humanities,Senior,2.561,4.89,Copywriting/Drafting,Beginner,1,True,10.76,4,Allowed_With_Citation,5,2.795,66.82,Medium,0.23399999999999999
113020,Medical,Graduate,2.73,0.16,Direct_Answer_Generation,Beginner,2,False,14.63,1,Actively_Encouraged,8,2.889,66.53,Medium,0.1589999999999998
113021,Business,Junior,2.773,0.05,Copywriting/Drafting,Intermediate,3,False,9.91,1,Strict_Ban,4,2.918,88.65,Medium,0.14500000000000002
113022,Arts,Freshman,3.14,5.59,Ideation,Advanced,5,False,13.35,4,Actively_Encouraged,5,3.162,75.75,Medium,0.021999999999999797
113023,Medical,Senior,3.133,0.68,Debugging/Troubleshooting,Beginner,1,True,13.67,1,Allowed_With_Citation,6,3.459,80.53,Low,0.32600000000000007
113024,Business,Junior,3.155,3.1,Summarizing_Reading,Beginner,3,False,17.11,2,Strict_Ban,6,3.389,70.48,Medium,0.23399999999999999
113025,Business,Graduate,3.722,12.32,Debugging/Troubleshooting,Intermediate,3,True,10.82,5,Strict_Ban,9,3.846,73.11,Medium,0.12400000000000011
113026,STEM,Senior,2.886,19.62,Debugging/Troubleshooting,Intermediate,2,True,10.3,7,Allowed_With_Citation,3,3.07,90.86,High,0.18399999999999972
113027,STEM,Junior,3.829,11.91,Ideation,Advanced,3,False,9.47,5,Allowed_With_Citation,7,4.0,80.07,Medium,0.17099999999999982
113028,STEM,Junior,2.405,20.3,Debugging/Troubleshooting,Advanced,5,True,6.64,6,Allowed_With_Citation,5,3.05,86.17,Medium,0.645
113029,STEM,Freshman,3.073,11.41,Debugging/Troubleshooting,Advanced,4,True,14.51,3,Allowed_With_Citation,2,3.555,100.0,Medium,0.4820000000000002
113030,STEM,Sophomore,2.501,5.66,Summarizing_Reading,Beginner,3,True,17.09,1,Allowed_With_Citation,3,2.853,72.09,Medium,0.3520000000000003
113031,Humanities,Junior,2.22,8.76,Copywriting/Drafting,Beginner,2,False,8.69,7,Actively_Encouraged,6,2.445,68.67,Medium,0.22499999999999964
113032,Humanities,Junior,3.612,2.8,Summarizing_Reading,Beginner,1,False,11.59,2,Actively_Encouraged,4,3.598,77.75,Low,-0.014000000000000234
113033,Humanities,Junior,3.575,1.92,Direct_Answer_Generation,Intermediate,3,True,9.84,1,Strict_Ban,3,3.634,70.68,Medium,0.05899999999999972
113034,STEM,Senior,3.018,6.59,Direct_Answer_Generation,Intermediate,2,False,12.12,1,Allowed_With_Citation,6,3.35,54.35,Medium,0.3320000000000003
113035,STEM,Freshman,3.101,18.07,Direct_Answer_Generation,Advanced,4,True,16.55,4,Allowed_With_Citation,7,3.224,78.91,Low,0.12300000000000022
113036,Business,Freshman,2.671,2.39,Copywriting/Drafting,Intermediate,4,True,16.27,4,Allowed_With_Citation,6,2.856,73.71,Low,0.18500000000000005
113037,Business,Freshman,2.823,8.38,Copywriting/Drafting,Intermediate,4,True,16.66,4,Allowed_With_Citation,4,3.086,84.28,Medium,0.2629999999999999
113038,Humanities,Senior,2.404,3.96,Copywriting/Drafting,Advanced,3,False,14.01,1,Strict_Ban,5,2.65,79.3,Medium,0.246
113039,Business,Freshman,3.091,16.34,Ideation,Intermediate,5,True,15.29,2,Actively_Encouraged,3,3.448,57.46,Low,0.35699999999999976
113040,Arts,Sophomore,3.709,1.09,Copywriting/Drafting,Advanced,3,True,21.79,4,Actively_Encouraged,3,3.95,80.34,Low,0.2410000000000001
113041,Humanities,Sophomore,3.16,34.0,Copywriting/Drafting,Advanced,4,True,8.72,5,Allowed_With_Citation,5,3.367,74.25,Medium,0.20699999999999985
113042,Business,Senior,3.477,7.14,Ideation,Beginner,2,False,18.41,2,Allowed_With_Citation,3,3.802,96.13,Medium,0.3250000000000002
113043,Medical,Sophomore,2.439,36.08,Debugging/Troubleshooting,Intermediate,2,True,9.47,10,Allowed_With_Citation,6,2.734,47.68,High,0.29499999999999993
113044,Arts,Freshman,2.375,8.87,Summarizing_Reading,Advanced,4,False,6.37,4,Actively_Encouraged,8,2.69,78.01,High,0.31499999999999995
113045,Humanities,Junior,3.268,15.44,Ideation,Beginner,3,True,7.52,7,Allowed_With_Citation,4,3.484,89.95,Low,0.2160000000000002
113046,Business,Senior,2.796,2.4,Ideation,Intermediate,1,False,14.93,2,Allowed_With_Citation,2,2.844,68.04,Medium,0.04800000000000004
113047,STEM,Senior,2.938,3.7,Debugging/Troubleshooting,Intermediate,2,False,7.79,5,Allowed_With_Citation,3,3.004,74.1,Low,0.06599999999999984
113048,Business,Freshman,3.262,11.75,Ideation,Advanced,3,True,11.37,1,Actively_Encouraged,4,3.499,84.76,Low,0.2370000000000001
113049,Medical,Senior,3.433,2.63,Summarizing_Reading,Intermediate,4,False,7.15,2,Allowed_With_Citation,3,3.595,80.59,Medium,0.16200000000000037
113050,Business,Freshman,3.477,15.72,Summarizing_Reading,Advanced,3,True,13.44,2,Strict_Ban,6,3.743,91.31,High,0.266
113051,Medical,Senior,2.691,0.93,Summarizing_Reading,Intermediate,4,False,11.31,5,Actively_Encouraged,4,3.245,76.33,Low,0.5540000000000003
